1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1680,0.0,3.0,808,72,540,1988.0,1680,Gd,21695,69.61401673640168,260.0,44,9,6,880,1988,2007,222000
1221,691.0,3.0,0,482,672,2003.0,1912,TA,10800,60.0,0.0,25,7,6,482,1905,2000,163000
1004,0.0,2.0,578,426,480,1970.0,1004,TA,11241,69.61401673640168,180.0,0,7,6,1004,1970,1970,149000
774,456.0,3.0,384,363,305,1946.0,1230,TA,4712,51.0,0.0,57,7,4,747,1946,1950,121600
1167,0.0,3.0,645,270,495,1972.0,1167,TA,8731,98.0,0.0,0,5,5,915,1920,1950,144000
1301,0.0,2.0,405,740,440,1965.0,1301,Fa,6911,60.0,0.0,0,5,5,1145,1924,1950,100000
1453,0.0,2.8832720588235294,1082,371,445,1986.0,1453,Gd,5271,69.61401673640168,0.0,80,5,7,1453,1986,1986,190000
1601,0.0,3.0,1358,223,670,2001.0,1601,Gd,11423,69.61401673640168,479.0,0,5,8,1581,2001,2002,272000
1588,0.0,3.0,0,1588,825,2006.0,1588,Gd,10000,85.0,410.0,45,5,8,1588,2006,2006,227000
1095,0.0,2.0,513,75,264,1958.0,1095,TA,10382,75.0,105.0,0,5,6,588,1958,1958,140000
1050,0.0,3.0,915,135,368,1961.0,1050,TA,10659,69.61401673640168,0.0,319,6,5,1050,1961,1961,136500
960,0.0,3.0,520,440,432,1965.0,960,TA,10921,73.0,48.0,0,5,4,960,1965,1965,94750
1002,454.0,4.0,0,810,280,1954.0,1456,TA,7585,50.0,0.0,0,3,5,810,1948,1950,91500
1489,0.0,3.0,0,1489,462,1968.0,1489,Gd,9156,69.61401673640168,0.0,0,7,6,1489,1968,1968,185750
1726,0.0,3.0,1126,600,786,2007.0,1726,Ex,9416,79.0,205.0,138,5,7,1726,2007,2007,311872
1362,720.0,3.0,0,1362,484,2003.0,2082,Gd,11426,63.0,0.0,238,5,7,1362,2003,2003,200000
1339,0.0,2.8832720588235294,1053,256,484,1990.0,1339,TA,8049,50.0,54.0,58,5,7,1309,1990,1990,180000
1310,1140.0,3.0,781,503,1069,1998.0,2450,Gd,16545,69.61401673640168,731.0,126,5,8,1284,1998,1998,340000
879,984.0,4.0,0,879,660,2006.0,1863,Gd,14054,58.0,0.0,17,5,7,879,2006,2006,219210
768,0.0,2.0,656,112,396,1988.0,768,TA,8445,70.0,0.0,0,7,5,768,1972,2007,133000
334,0.0,1.0,0,0,0,1979.0,334,Fa,5000,50.0,0.0,0,3,1,0,1946,1950,39300
1136,0.0,3.0,892,244,384,1965.0,1136,TA,9200,80.0,0.0,0,6,6,1136,1965,1965,140000
1337,0.0,2.0,1201,36,405,1998.0,1337,TA,4500,32.0,443.0,199,5,6,1237,1998,1998,153500
912,0.0,2.0,312,0,288,1964.0,912,TA,7800,66.0,0.0,0,5,5,912,1964,1964,115000
876,936.0,4.0,540,324,264,1962.0,1812,TA,7590,69.0,288.0,168,5,5,864,1962,1962,169500
1052,720.0,4.0,378,342,240,1939.0,2192,Gd,8400,60.0,0.0,24,8,5,720,1939,1997,179500
658,526.0,5.0,0,658,0,1979.0,1184,TA,8410,58.0,0.0,151,3,5,658,1910,1996,81000
964,925.0,4.0,0,925,308,1960.0,1889,TA,10120,60.0,0.0,0,4,7,925,1910,1950,122000
1327,0.0,2.8832720588235294,405,658,624,1974.0,1327,Gd,7388,75.0,0.0,0,6,5,1063,1959,2002,150750
1422,0.0,3.0,588,606,576,1981.0,1422,Gd,12090,78.0,210.0,0,6,6,1422,1981,1981,175500
1632,0.0,4.0,0,1632,576,1967.0,1632,TA,25000,100.0,0.0,0,4,5,1632,1967,1967,143000
1630,0.0,3.0,0,1630,451,2000.0,1630,Gd,9750,75.0,171.0,234,5,7,1630,2000,2001,213000
1013,0.0,2.0,0,1013,0,1979.0,1526,Fa,8470,105.0,0.0,0,2,3,1013,1915,1982,85000
1040,0.0,2.0,0,0,420,1956.0,1040,TA,7200,60.0,0.0,0,5,4,0,1949,1950,90000
841,806.0,4.0,0,806,216,1920.0,1647,Fa,6858,66.0,0.0,66,4,6,806,1915,1950,128000
1328,653.0,4.0,622,500,576,1981.0,1981,Gd,7804,65.0,0.0,44,3,4,1122,1928,1950,135000
1644,0.0,3.0,1285,131,418,1953.0,1644,TA,9600,80.0,238.0,0,5,6,1416,1953,1953,167000
1482,1092.0,3.0,0,1482,868,2007.0,2574,Ex,9588,69.0,270.0,148,5,8,1482,2007,2007,276000
1060,764.0,2.8832720588235294,0,764,520,1940.0,1824,TA,13515,60.0,0.0,0,6,6,764,1919,1950,180500
1350,0.0,3.0,624,288,520,1964.0,1350,TA,9020,82.0,259.0,0,5,6,1248,1964,1964,168500
958,0.0,2.0,958,0,440,1976.0,958,TA,4928,69.61401673640168,0.0,60,6,6,958,1976,1976,143750
1053,795.0,4.0,0,833,370,1922.0,1848,Gd,13053,64.0,0.0,0,7,6,833,1923,2000,207000
1620,0.0,3.0,1116,165,490,1993.0,1620,TA,9991,69.61401673640168,0.0,78,4,4,1281,1976,1993,150000
1167,0.0,3.0,560,598,400,1992.0,1167,Gd,9248,69.61401673640168,106.0,26,6,6,1158,1992,1992,173000
798,0.0,3.0,94,641,220,1949.0,1487,TA,8741,52.0,0.0,140,4,6,735,1945,1950,113000
892,0.0,3.0,432,460,288,1967.0,892,TA,7150,65.0,60.0,0,5,5,892,1967,1967,100000
804,0.0,2.8832720588235294,510,278,240,1940.0,804,Gd,7200,60.0,294.0,0,7,5,788,1940,1992,119000
1140,0.0,3.0,0,1140,0,1979.0,1140,TA,17217,90.0,0.0,56,5,5,1140,2006,2006,84500
983,813.0,4.0,400,380,483,1963.0,1796,TA,7056,71.0,415.0,50,5,6,780,1963,1963,140000
1118,912.0,4.0,156,692,551,1976.0,2030,Gd,12046,69.61401673640168,298.0,224,6,6,848,1976,1976,195000
1026,981.0,3.0,765,252,812,2008.0,2007,Ex,11003,85.0,160.0,52,5,10,1017,2008,2008,310000
691,0.0,2.0,0,691,216,1920.0,691,Ex,5400,60.0,0.0,20,6,5,691,1920,1950,86000
786,0.0,3.0,0,768,676,2008.0,1590,Gd,9000,75.0,0.0,30,5,8,768,2008,2008,210000
1216,639.0,4.0,444,550,325,1954.0,1855,TA,9525,75.0,0.0,0,4,6,994,1954,1972,136900
1028,776.0,3.0,0,994,442,1999.0,1804,Gd,7500,60.0,0.0,60,5,7,994,1999,1999,189000
884,884.0,2.8832720588235294,550,334,543,2003.0,1768,Gd,8158,65.0,252.0,63,5,7,884,2003,2003,224900
1831,1796.0,4.0,1387,543,807,1995.0,3627,Gd,35760,118.0,1378.0,76,5,10,1930,1995,1996,625000
1298,0.0,3.0,1258,40,403,1985.0,1298,Gd,11200,69.61401673640168,85.0,26,5,6,1298,1985,1985,180000
1801,0.0,1.0,1247,254,484,1959.0,1801,TA,15602,100.0,0.0,54,8,7,1501,1959,1997,289000
630,0.0,1.0,553,77,0,1979.0,630,Ex,1533,21.0,0.0,0,7,5,630,1970,1970,92000
1103,0.0,2.0,397,706,440,1976.0,1103,Gd,6000,50.0,0.0,120,6,6,1103,1925,1980,110500
859,319.0,2.0,0,859,384,1964.0,1178,TA,8712,66.0,0.0,0,7,4,859,1900,1950,102776
1196,0.0,2.0,197,999,440,1957.0,1196,TA,4800,40.0,0.0,0,7,4,1196,1916,1990,109900
1372,0.0,3.0,0,1372,529,2008.0,1372,Gd,8640,72.0,0.0,140,5,7,1372,2007,2008,250580
1431,0.0,3.0,371,728,296,1962.0,1431,TA,9150,101.0,305.0,110,5,6,1099,1962,1962,165000
1422,0.0,3.0,0,1422,626,2004.0,1422,Gd,8500,63.0,106.0,60,5,7,1422,2004,2004,179600
1079,874.0,3.0,985,595,501,1992.0,1953,Gd,53107,69.61401673640168,0.0,231,5,6,1580,1992,1992,240000
1121,0.0,2.0,0,1121,440,2003.0,1121,TA,8546,80.0,0.0,64,5,4,1121,2003,2004,140000
1143,1330.0,4.0,0,1143,852,2004.0,2473,Gd,9591,76.0,344.0,151,5,8,1143,2004,2005,317000
1057,0.0,3.0,417,640,576,1977.0,1057,TA,7420,70.0,0.0,0,5,5,1057,1962,1962,132000
1110,0.0,2.8832720588235294,1097,0,602,1978.0,1110,Gd,9101,69.61401673640168,104.0,30,6,5,1097,1978,1978,165500
1164,1106.0,4.0,524,628,671,1999.0,2270,Gd,11764,92.0,348.0,57,7,8,1152,1999,2007,290000
2018,0.0,3.0,0,2002,746,2009.0,2018,Ex,13214,89.0,0.0,76,5,9,2002,2008,2009,378500
672,714.0,3.0,438,234,440,1978.0,1386,TA,11616,69.61401673640168,328.0,0,5,6,672,1978,1978,158900
1082,871.0,3.0,0,1082,1043,2005.0,1953,Gd,10574,85.0,0.0,50,5,8,1082,2005,2006,252000
1337,0.0,2.0,733,604,462,1993.0,1337,Gd,5395,41.0,0.0,0,5,8,1337,1993,1993,180000
997,1288.0,4.0,0,969,648,2000.0,2285,Gd,11000,69.61401673640168,72.0,56,5,8,969,2000,2000,248000
1718,0.0,3.0,1288,417,826,2007.0,1718,Gd,10637,79.0,336.0,44,5,8,1705,2007,2008,297000
1086,0.0,3.0,516,380,484,1966.0,1086,TA,13400,85.0,1047.0,0,5,5,1024,1966,1966,159950
1555,0.0,2.0,0,1373,660,2007.0,1555,Gd,3684,53.0,130.0,20,5,7,1373,2007,2007,174000
1902,0.0,3.0,1406,496,567,1959.0,1902,Ex,17500,100.0,0.0,207,8,7,1902,1959,2002,335000
1298,1216.0,4.0,1216,0,693,1990.0,2514,TA,11170,69.61401673640168,0.0,0,5,7,1216,1990,1991,250000
1224,0.0,2.0,1086,0,528,1979.0,1224,TA,7018,64.0,275.0,0,5,5,1086,1979,1979,153337
1054,0.0,3.0,602,14,460,1969.0,1054,TA,9750,65.0,0.0,0,8,6,1054,1969,1969,151000
1276,1336.0,4.0,854,371,676,1998.0,2612,Gd,12203,98.0,975.0,0,5,8,1225,1998,1999,336000
902,0.0,3.0,599,277,288,1967.0,902,TA,6173,69.61401673640168,75.0,0,6,5,876,1967,1967,125500
1153,0.0,4.0,692,153,484,1983.0,2353,Ex,13005,94.0,278.0,195,7,7,845,1980,1980,260000
689,703.0,3.0,378,311,299,1977.0,1392,TA,10900,69.61401673640168,153.0,36,7,6,689,1977,1977,161750
1155,0.0,3.0,899,210,576,1987.0,1155,Gd,11782,88.0,0.0,0,7,5,1109,1961,1995,148000
1136,768.0,3.0,180,676,240,1950.0,1904,TA,7200,60.0,0.0,0,4,5,1208,1950,1982,138000
950,208.0,3.0,0,862,208,1929.0,1158,TA,6000,50.0,0.0,0,7,6,862,1929,1950,120000
751,611.0,3.0,0,611,502,1920.0,1362,TA,6155,60.0,0.0,0,8,6,611,1920,1999,128000
1005,1286.0,4.0,0,975,429,1999.0,2291,Gd,8738,66.0,302.0,0,5,7,975,1999,1999,230000
649,668.0,3.0,0,649,250,1920.0,1317,TA,8500,50.0,0.0,54,4,4,649,1920,1950,40000
1734,0.0,3.0,1004,730,928,2007.0,1734,Ex,12085,93.0,328.0,0,5,8,1734,2007,2007,318000
1194,0.0,3.0,0,1194,312,1959.0,1194,TA,8760,73.0,220.0,0,6,6,1194,1959,1959,148000
876,540.0,4.0,0,876,720,1949.0,1416,TA,12665,100.0,0.0,0,8,5,876,1915,1950,153900
1383,0.0,3.0,1064,319,354,1954.0,1383,TA,13284,69.61401673640168,0.0,116,5,5,1383,1954,1954,165000
1001,1001.0,2.8832720588235294,284,717,871,1949.0,2002,TA,6270,82.0,0.0,0,6,5,1001,1949,1950,145000
1496,0.0,2.8832720588235294,0,1496,474,2007.0,1496,Gd,9158,76.0,140.0,130,5,8,1496,2007,2007,225000
984,620.0,3.0,408,156,660,1977.0,1604,TA,10998,60.0,0.0,68,5,5,984,1941,1960,117000
764,0.0,2.0,0,680,504,1965.0,764,TA,5232,30.0,0.0,0,5,5,680,1925,2004,73000
977,755.0,3.0,0,741,476,1985.0,1732,Gd,9206,77.0,336.0,46,5,6,741,1985,1985,178000
1494,0.0,3.0,0,1494,840,2006.0,1494,Gd,10652,91.0,306.0,33,5,7,1494,2006,2007,279500
986,0.0,2.0,0,960,180,1926.0,986,TA,6180,60.0,0.0,128,5,6,960,1926,1950,102000
1145,0.0,2.0,16,1129,397,2005.0,1145,Gd,3182,43.0,11.0,16,5,7,1145,2005,2006,160200
742,742.0,3.0,0,742,0,1979.0,1484,TA,6300,35.0,0.0,291,6,6,742,1914,2001,128000
1344,0.0,3.0,111,354,525,1958.0,1344,Gd,14375,69.61401673640168,541.0,118,6,6,819,1958,1958,137500
958,581.0,3.0,0,650,686,1983.0,1539,Gd,10440,60.0,0.0,78,8,5,650,1904,2002,157500
1134,1370.0,4.0,0,1122,656,2005.0,2504,Ex,11198,77.0,245.0,39,5,9,1122,2005,2007,325000
747,0.0,1.0,0,600,528,1953.0,747,TA,5825,52.0,108.0,0,5,4,600,1926,1953,79900
1108,989.0,2.8832720588235294,975,133,583,1998.0,2097,Gd,9750,75.0,0.0,170,6,7,1108,1998,1998,274300
3138,1538.0,3.0,2260,878,884,2007.0,4676,Ex,40094,130.0,762.0,406,5,10,3138,2007,2008,184750
786,390.0,2.0,0,698,624,1999.0,1176,TA,6000,50.0,0.0,0,9,6,698,1937,2000,134900
720,0.0,2.0,495,225,0,1979.0,720,TA,7879,60.0,0.0,523,5,4,720,1920,1950,34900
1580,0.0,3.0,0,1580,830,2008.0,1580,Gd,11932,92.0,186.0,24,5,8,1580,2007,2008,235128
1440,0.0,4.0,1440,0,0,1979.0,1440,TA,7711,42.0,0.0,0,3,4,1440,1977,1977,150000
738,0.0,3.0,193,545,540,2005.0,1476,Gd,8633,64.0,0.0,35,5,6,738,2005,2005,173500
1500,0.0,3.0,20,1480,570,2004.0,1500,Gd,8487,63.0,210.0,36,5,7,1500,2004,2004,190000
884,464.0,3.0,0,884,216,1960.0,1348,TA,6000,50.0,0.0,0,8,5,884,1925,1997,117000
1200,0.0,1.0,661,203,884,1977.0,1200,Gd,9230,71.0,166.0,64,8,5,864,1965,1998,146000
1394,0.0,3.0,609,785,514,1963.0,1394,TA,9500,69.61401673640168,247.0,76,5,6,1394,1963,1963,159000
800,832.0,4.0,400,336,484,1966.0,1632,Gd,9130,69.61401673640168,252.0,40,8,6,800,1966,2000,173000
912,0.0,3.0,842,70,336,1974.0,912,TA,8521,70.0,0.0,0,5,5,912,1967,1967,125000
1370,1254.0,4.0,1128,242,864,1918.0,2624,TA,22420,86.0,0.0,0,6,6,1370,1918,1950,239000
1696,0.0,3.0,0,1140,349,1962.0,1696,TA,13673,40.0,0.0,30,5,5,1140,1962,1962,143900
682,548.0,2.0,0,440,440,1966.0,1230,TA,10440,60.0,0.0,0,6,5,440,1910,1981,110000
1549,1178.0,3.0,297,556,440,1932.0,2727,Gd,10570,70.0,0.0,74,8,8,853,1932,1994,315000
728,728.0,3.0,0,728,429,2006.0,1456,TA,15578,105.0,0.0,0,5,6,728,2006,2006,172785
864,0.0,3.0,375,250,660,1989.0,864,Gd,6960,60.0,0.0,0,6,4,864,1970,1970,120500
970,739.0,3.0,0,970,380,2004.0,1709,Gd,2522,24.0,50.0,40,5,6,970,2004,2006,130000
810,855.0,3.0,643,167,528,2001.0,1665,Gd,8400,70.0,0.0,45,6,8,810,2001,2001,227000
1372,1274.0,2.8832720588235294,987,360,656,1993.0,2646,Gd,9900,90.0,256.0,60,5,7,1347,1993,1993,260000
798,0.0,3.0,0,798,595,2003.0,1640,Gd,7226,72.0,0.0,45,5,7,798,2003,2003,183000
1014,685.0,3.0,440,538,420,1920.0,1699,TA,10615,107.0,0.0,74,5,3,978,1900,1970,95000
1663,0.0,2.0,1116,248,529,1954.0,1663,Gd,53227,69.61401673640168,0.0,137,6,4,1364,1954,1994,256000
1728,0.0,6.0,1332,396,504,1963.0,1728,TA,9100,70.0,336.0,0,5,5,1728,1963,1963,125000
1055,790.0,2.8832720588235294,0,1055,462,1992.0,1845,Gd,11218,70.0,0.0,104,5,6,1055,1992,1992,189000
1020,831.0,3.0,536,169,440,1964.0,1851,Gd,9760,80.0,340.0,42,8,6,822,1964,1993,187000
1489,0.0,3.0,0,1489,776,2006.0,1489,Gd,11216,81.0,0.0,140,5,8,1489,2006,2006,232600
864,0.0,2.0,612,252,300,2008.0,864,TA,9100,70.0,0.0,0,6,6,864,1959,1959,127500
1256,0.0,3.0,830,136,276,1965.0,1256,TA,9937,75.0,0.0,68,6,5,1256,1965,1965,147500
816,0.0,2.0,816,0,816,1985.0,816,TA,6600,60.0,0.0,0,8,5,816,1982,2003,138000
902,918.0,4.0,454,410,492,1965.0,1820,Gd,13700,69.61401673640168,288.0,84,6,7,864,1965,1988,201800
912,1215.0,4.0,48,422,833,1991.0,2127,Gd,13125,103.0,0.0,192,5,7,1104,1991,1991,238000
1065,0.0,3.0,0,1065,461,1974.0,1065,TA,8892,80.0,66.0,0,5,5,1065,1960,1960,126500
1200,0.0,4.0,0,1200,312,1923.0,1200,TA,11340,84.0,0.0,0,5,6,1200,1923,1950,125000
1208,0.0,2.0,686,501,632,2006.0,1208,Gd,6762,64.0,24.0,61,5,7,1187,2006,2006,206000
1133,1349.0,4.0,0,1094,642,2005.0,2482,Gd,12665,88.0,245.0,39,5,8,1094,2005,2006,281213
1720,0.0,3.0,919,801,527,1996.0,1720,Gd,10593,59.0,338.0,56,5,7,1720,1996,1996,260400
840,0.0,3.0,116,556,0,1979.0,840,TA,4388,55.0,0.0,0,7,5,672,1930,1950,87000
1294,0.0,3.0,1200,78,496,1991.0,1294,Gd,7153,69.61401673640168,88.0,51,5,6,1278,1991,1991,179200
1090,0.0,2.0,980,110,450,2005.0,1090,TA,7024,60.0,0.0,49,5,5,1090,2005,2006,157000
1165,0.0,4.0,0,1141,420,1998.0,2263,Gd,12090,93.0,650.0,123,5,8,1141,1998,1998,258000
969,0.0,3.0,716,253,440,1975.0,969,TA,10356,120.0,0.0,0,6,5,969,1975,1975,122000
894,0.0,2.0,0,894,1248,1994.0,894,TA,18000,120.0,0.0,20,4,3,894,1935,1950,81000
1028,0.0,2.0,0,1008,360,1927.0,1028,TA,8960,56.0,0.0,0,6,5,1008,1927,1950,115000
979,979.0,4.0,484,495,492,1946.0,1958,TA,7136,82.0,423.0,0,6,6,979,1946,1950,145000
1795,0.0,2.0,0,1795,895,2007.0,1795,Gd,9986,75.0,428.0,49,5,8,1795,2006,2007,147000
1940,0.0,3.0,1646,284,606,2010.0,1940,Ex,10159,83.0,450.0,95,5,9,1930,2009,2010,395192
1178,0.0,3.0,1084,92,439,1973.0,1178,Gd,10000,80.0,0.0,0,6,5,1176,1973,2000,157000
810,672.0,2.8832720588235294,156,516,400,1934.0,1482,Fa,12155,69.61401673640168,0.0,0,8,6,672,1925,1950,140000
1428,0.0,3.0,0,1417,554,2008.0,1428,Ex,12274,91.0,256.0,60,5,7,1417,2008,2008,227680
864,0.0,2.8832720588235294,460,404,338,1972.0,864,TA,15523,36.0,0.0,0,6,5,864,1972,1972,133500
616,495.0,3.0,236,0,200,1941.0,1111,TA,9084,60.0,0.0,0,6,5,616,1941,1950,95000
680,790.0,3.0,310,370,420,1993.0,1470,TA,9765,69.61401673640168,68.0,63,8,6,680,1993,1993,185000
1116,0.0,3.0,0,1116,440,1962.0,1116,TA,10000,87.0,261.0,0,6,6,1116,1962,1962,160000
864,0.0,2.0,414,450,288,1959.0,864,Gd,7332,60.0,207.0,0,6,6,864,1959,1959,120000
1297,0.0,2.8832720588235294,1213,84,498,1954.0,1297,TA,8532,74.0,650.0,0,6,5,1297,1954,1990,153000
1113,0.0,3.0,607,506,264,1950.0,1113,Gd,9600,80.0,0.0,80,7,5,1113,1950,2007,147000
1501,0.0,3.0,679,811,577,1999.0,1501,Gd,10335,78.0,183.0,29,5,7,1490,1999,1999,204000
764,783.0,3.0,24,732,614,2009.0,1547,Gd,8640,72.0,0.0,45,5,7,756,2009,2009,215200
991,956.0,3.0,222,769,678,2004.0,1947,Gd,12552,100.0,0.0,136,5,7,991,2004,2005,254900
1717,0.0,3.0,0,1709,908,2006.0,1717,Gd,11146,87.0,250.0,39,5,8,1709,2006,2006,255500
1052,0.0,3.0,504,506,440,1971.0,1052,TA,8816,80.0,80.0,0,7,6,1010,1971,1971,155000
1127,886.0,3.0,862,255,455,1997.0,2013,TA,9920,92.0,0.0,130,5,7,1117,1996,1997,269790
1266,0.0,2.0,0,1266,388,2007.0,1266,Gd,3182,43.0,16.0,16,5,7,1266,2007,2007,159895
1992,876.0,4.0,240,1752,716,2005.0,2868,Ex,16056,85.0,208.0,108,5,9,1992,2005,2006,556581
980,1276.0,4.0,300,652,554,2000.0,2256,Gd,8795,69.61401673640168,0.0,54,5,7,952,2000,2000,236000
1414,0.0,3.0,24,1390,494,2004.0,1414,Gd,8773,65.0,98.0,105,5,7,1414,2004,2004,185500
936,785.0,3.0,814,114,471,1994.0,1721,Gd,8462,70.0,105.0,87,5,6,928,1994,1994,201000
811,741.0,3.0,550,163,434,1975.0,1552,TA,11475,85.0,0.0,208,6,6,713,1975,1975,179900
698,430.0,2.0,0,698,528,1980.0,1128,TA,7500,60.0,0.0,0,4,4,698,1920,1950,68400
1118,0.0,3.0,522,574,358,1977.0,1118,TA,9880,76.0,0.0,0,6,6,1096,1977,1977,171000
1728,0.0,4.0,936,396,574,1976.0,1728,TA,12640,55.0,0.0,0,5,6,1728,1976,1976,150900
1686,762.0,4.0,1361,88,711,1994.0,2448,Gd,46589,52.0,528.0,76,7,8,1629,1994,2005,402000
1473,0.0,1.0,1324,113,452,1968.0,1473,Ex,25095,65.0,0.0,48,8,5,1437,1968,2003,143000
1187,530.0,3.0,902,254,400,1990.0,1717,Gd,13758,44.0,117.0,36,5,7,1156,1990,1991,187500
1166,0.0,2.0,655,201,400,2005.0,1166,Gd,9587,59.0,182.0,0,5,7,856,2005,2005,190000
1370,0.0,2.0,24,1346,484,2006.0,1370,Gd,6442,44.0,178.0,49,5,8,1370,2006,2006,202500
1724,0.0,3.0,528,1152,480,1967.0,1724,TA,17871,69.61401673640168,359.0,0,5,6,1680,1967,1976,197900
970,739.0,2.8832720588235294,0,970,380,2004.0,1709,Gd,2522,24.0,50.0,40,5,7,970,2004,2004,130000
483,0.0,2.0,358,125,264,1971.0,987,TA,1680,21.0,604.0,0,3,6,483,1971,1971,89500
901,901.0,4.0,352,441,216,1920.0,1802,TA,7588,54.0,0.0,0,6,7,793,1920,1950,200100
1170,1175.0,4.0,503,449,360,1932.0,2345,TA,16560,80.0,0.0,0,8,6,952,1932,1950,239000
1068,0.0,3.0,663,396,264,1963.0,1068,TA,8414,70.0,0.0,0,8,6,1059,1963,2003,154500
1617,0.0,2.0,165,598,533,1993.0,1617,Gd,8012,50.0,0.0,69,5,6,1604,1993,1994,193000
1244,0.0,3.0,777,467,336,1957.0,1244,TA,11988,90.0,0.0,40,6,6,1244,1957,1957,150000
1180,0.0,2.0,0,700,252,1922.0,1180,Fa,11600,80.0,0.0,0,5,4,700,1922,1950,137500
520,623.0,2.0,0,600,480,2005.0,1223,Gd,2544,24.0,0.0,166,5,7,600,2005,2005,147400
1686,0.0,3.0,625,0,612,1980.0,1686,TA,10240,79.0,157.0,131,6,6,1686,1980,1980,207500
1646,0.0,3.0,1513,125,800,2008.0,1646,Gd,9520,71.0,338.0,44,5,8,1638,2007,2008,293077
1144,0.0,3.0,594,270,264,1961.0,1144,TA,10000,80.0,0.0,0,6,5,864,1961,1983,131400
939,858.0,3.0,0,939,639,2006.0,1797,Gd,9245,79.0,0.0,53,5,7,939,2006,2006,213500
1224,0.0,2.0,0,0,462,1962.0,1224,TA,9842,70.0,0.0,0,5,4,0,1962,1962,101800
992,873.0,3.0,735,257,839,2000.0,1865,Gd,10316,69.61401673640168,0.0,184,5,7,992,2000,2000,235000
1056,0.0,3.0,846,210,308,1958.0,1056,TA,8176,70.0,0.0,0,6,5,1056,1958,1992,139000
1966,1174.0,4.0,0,1926,820,2009.0,3140,Ex,13518,104.0,860.0,78,5,9,1926,2008,2009,485000
1212,0.0,3.0,506,0,492,1978.0,1212,TA,8471,88.0,46.0,12,7,6,506,1977,1995,151000
1694,0.0,3.0,1369,317,636,2004.0,1694,Gd,10084,75.0,186.0,57,5,8,1686,2004,2005,307000
802,709.0,3.0,714,88,413,1997.0,1511,TA,11207,70.0,0.0,75,5,6,802,1997,1997,185000
1057,0.0,3.0,731,326,246,1953.0,1057,Gd,7922,68.0,0.0,52,7,5,1057,1953,2007,109000
1246,1044.0,4.0,0,777,560,1971.0,2290,TA,11340,60.0,0.0,0,6,4,777,1885,1950,122500
1377,806.0,4.0,1002,0,786,1988.0,2183,Gd,13837,69.61401673640168,178.0,0,5,7,1204,1988,1988,229000
1699,1523.0,5.0,1470,203,594,1990.0,3222,Gd,12376,90.0,0.0,0,5,7,1673,1990,1990,320000
909,807.0,2.0,0,880,512,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,1996,1996,191000
1342,0.0,3.0,251,491,457,1967.0,1342,TA,9790,69.61401673640168,0.0,0,5,6,1372,1967,1967,161500
1504,0.0,2.0,16,1330,437,2005.0,1504,Gd,3182,43.0,14.0,20,5,7,1346,2005,2006,191000
1053,0.0,3.0,0,1053,648,2003.0,1992,Gd,9375,75.0,768.0,45,5,8,1053,2003,2004,250000
624,628.0,2.0,510,90,462,1999.0,1252,Gd,2160,24.0,212.0,48,5,7,600,1999,2000,160000
999,0.0,3.0,588,411,264,1963.0,999,Gd,7758,69.61401673640168,0.0,132,7,5,999,1962,2001,132500
741,622.0,3.0,0,622,528,1966.0,1363,TA,7740,60.0,0.0,0,7,4,622,1910,1950,125500
1165,0.0,3.0,312,276,490,1966.0,1165,TA,9020,82.0,183.0,129,7,6,1127,1966,1966,174900
1668,0.0,3.0,1059,567,702,2002.0,1668,Gd,11248,90.0,215.0,45,5,9,1626,2002,2002,285000
1158,1218.0,4.0,0,1158,853,2005.0,2376,Gd,14215,101.0,380.0,154,5,8,1158,2005,2006,325300
889,551.0,3.0,0,540,352,1940.0,1440,TA,5000,63.0,0.0,0,4,5,540,1900,1950,79000
794,676.0,2.8832720588235294,182,612,388,1997.0,1470,TA,13869,69.61401673640168,0.0,75,6,6,794,1997,1997,177000
1541,0.0,3.0,1201,340,532,2005.0,1541,Gd,12182,95.0,226.0,70,5,7,1541,2005,2005,220000
1440,0.0,4.0,133,1307,0,1979.0,1440,Fa,12108,92.0,270.0,0,4,4,1440,1955,1955,118000
1146,0.0,3.0,786,82,438,2003.0,1146,Gd,9590,73.0,442.0,22,5,7,868,2003,2003,187500
1494,0.0,2.8832720588235294,437,0,481,1995.0,1494,Ex,9549,30.0,0.0,30,5,8,1494,1995,1996,270000
1462,0.0,4.0,1170,292,738,2004.0,2224,Ex,8834,74.0,216.0,0,5,9,1462,2004,2005,350000
820,523.0,3.0,0,731,186,1921.0,1343,TA,7681,54.0,0.0,0,6,5,731,1921,1950,154900
1210,1242.0,4.0,281,747,683,1998.0,2452,Gd,16226,66.0,0.0,50,5,8,1028,1998,1999,267000
1127,850.0,4.0,442,374,540,1964.0,1977,TA,9500,100.0,272.0,52,6,6,816,1964,1978,165000
1064,703.0,2.0,495,354,504,1987.0,1767,Gd,5306,44.0,0.0,35,7,7,1064,1987,1987,239000
1324,0.0,2.0,863,461,550,2006.0,1324,Gd,6240,48.0,176.0,38,5,8,1324,2006,2006,254000
912,546.0,3.0,0,912,330,1948.0,1458,TA,17503,78.0,0.0,0,5,6,912,1948,1950,97500
