1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1414,0.0,3.0,24,1390,494,2004.0,1414,Gd,8773,65.0,98.0,105,5,7,1414,2004,2004,185500
1014,730.0,3.0,402,594,457,1993.0,1744,Gd,9453,69.61401673640168,0.0,70,7,7,996,1993,2003,194500
1694,0.0,3.0,0,1694,818,2007.0,1694,Gd,12030,93.0,254.0,228,5,8,1694,2007,2007,318000
798,0.0,3.0,94,641,220,1949.0,1487,TA,8741,52.0,0.0,140,4,6,735,1945,1950,113000
1566,0.0,3.0,1078,488,750,2008.0,1566,Gd,9000,75.0,36.0,168,5,8,1566,2008,2008,262500
866,0.0,2.0,329,357,0,1979.0,866,Gd,3880,40.0,0.0,42,9,5,686,1945,1997,110500
889,551.0,3.0,0,540,352,1940.0,1440,TA,5000,63.0,0.0,0,4,5,540,1900,1950,79000
626,591.0,3.0,0,626,288,1980.0,1217,TA,10762,75.0,0.0,28,6,6,626,1980,1980,120000
1222,888.0,3.0,695,253,463,1994.0,2110,Gd,8880,69.61401673640168,0.0,130,5,7,948,1994,2002,205000
1872,0.0,3.0,929,916,604,1988.0,1872,TA,10400,80.0,102.0,39,5,7,1845,1988,1988,241500
908,1020.0,4.0,0,1020,440,1910.0,1928,Fa,9142,69.0,0.0,60,8,6,1020,1910,1950,137000
1375,0.0,2.0,0,1367,451,1954.0,1375,TA,11310,75.0,0.0,30,5,6,1367,1954,1954,140000
840,828.0,3.0,0,840,500,2003.0,1668,Gd,11317,72.0,101.0,68,5,7,840,2003,2003,180000
1444,700.0,4.0,697,747,389,1958.0,2144,Gd,159000,69.61401673640168,472.0,98,7,6,1444,1958,2006,277000
1306,0.0,3.0,0,728,0,1979.0,1306,Fa,5350,55.0,0.0,0,2,3,728,1940,1966,76500
1625,0.0,2.0,1573,0,538,2006.0,1625,Gd,4750,44.0,481.0,0,5,8,1573,2006,2007,235000
798,842.0,3.0,0,798,520,2004.0,1640,Gd,8366,65.0,0.0,45,5,6,798,2004,2004,173000
1302,0.0,3.0,270,452,309,1964.0,1302,Gd,9350,85.0,108.0,0,7,6,1302,1964,1991,158000
1314,0.0,3.0,922,392,294,1957.0,1314,TA,8400,70.0,0.0,0,6,5,1314,1957,1957,145000
1005,1286.0,4.0,0,975,429,1999.0,2291,Gd,8738,66.0,302.0,0,5,7,975,1999,1999,230000
864,864.0,3.0,503,361,673,2003.0,1728,Gd,8791,64.0,0.0,56,5,6,864,2003,2003,207500
1604,0.0,3.0,1334,270,660,2006.0,1604,Gd,8814,68.0,180.0,110,5,7,1604,2006,2006,220000
963,829.0,3.0,361,602,564,2001.0,1792,Gd,12435,80.0,172.0,96,5,7,963,2001,2001,231500
882,0.0,2.0,0,0,308,1956.0,882,TA,12702,70.0,0.0,45,5,5,0,1956,1956,97000
1382,0.0,3.0,672,0,884,1991.0,1382,TA,19296,120.0,399.0,0,5,6,1362,1962,1962,176000
1482,1092.0,3.0,0,1482,868,2007.0,2574,Ex,9588,69.0,270.0,148,5,8,1482,2007,2007,276000
1212,0.0,3.0,506,0,492,1978.0,1212,TA,8471,88.0,46.0,12,7,6,506,1977,1995,151000
926,0.0,3.0,234,0,484,1974.0,1316,TA,5500,50.0,0.0,0,7,5,926,1929,2001,130000
764,0.0,2.0,0,680,504,1965.0,764,TA,5232,30.0,0.0,0,5,5,680,1925,2004,73000
1422,0.0,3.0,588,606,576,1981.0,1422,Gd,12090,78.0,210.0,0,6,6,1422,1981,1981,175500
802,709.0,3.0,714,88,413,1997.0,1511,TA,11207,70.0,0.0,75,5,6,802,1997,1997,185000
1052,720.0,4.0,378,342,240,1939.0,2192,Gd,8400,60.0,0.0,24,8,5,720,1939,1997,179500
778,0.0,2.0,403,212,924,1966.0,778,TA,6900,71.0,0.0,25,6,5,740,1940,1955,120500
1113,0.0,3.0,751,392,504,1987.0,1113,TA,7917,69.61401673640168,174.0,30,7,6,1143,1976,1976,148000
1095,844.0,3.0,0,1095,1053,2006.0,1939,Gd,10728,84.0,0.0,51,5,8,1095,2006,2006,266000
1363,0.0,2.0,226,96,439,1954.0,1363,TA,39104,73.0,0.0,0,7,7,1385,1954,2005,241500
1164,1106.0,4.0,524,628,671,1999.0,2270,Gd,11764,92.0,348.0,57,7,8,1152,1999,2007,290000
1632,0.0,3.0,620,0,338,1958.0,1632,TA,9600,80.0,183.0,0,6,6,1240,1958,1988,139000
816,0.0,2.883272058823529,546,270,264,1982.0,816,TA,8314,76.0,0.0,0,7,5,816,1982,1982,124500
952,596.0,2.883272058823529,0,952,672,1978.0,1548,Ex,7264,55.0,0.0,0,7,7,952,1925,2007,205000
1560,0.0,3.0,0,1560,573,2003.0,1560,Gd,9196,129.0,0.0,150,5,7,1560,2003,2003,201000
864,0.0,2.0,120,744,400,1951.0,864,TA,19138,140.0,0.0,0,5,4,864,1951,1951,141000
2121,0.0,3.0,0,2121,732,2007.0,2121,Ex,14450,107.0,315.0,98,5,9,2121,2006,2007,415298
1156,866.0,4.0,392,768,505,1977.0,2022,TA,10005,83.0,299.0,117,5,7,1160,1977,1977,192000
1175,807.0,3.0,421,386,575,1989.0,1982,Gd,11287,82.0,340.0,84,6,7,807,1989,1989,228500
1262,0.0,2.883272058823529,905,357,572,2006.0,1262,Gd,7200,60.0,68.0,120,5,6,1262,2006,2006,185000
1314,0.0,2.0,904,410,626,2008.0,1314,Gd,5063,34.0,166.0,62,5,7,1314,2007,2008,207500
1468,0.0,3.0,0,1468,898,2008.0,1468,Gd,9612,74.0,72.0,150,5,8,1468,2008,2009,244600
1575,0.0,2.883272058823529,430,1145,529,1992.0,1575,Gd,8012,50.0,0.0,0,5,6,1575,1992,1992,179200
625,625.0,2.0,0,625,528,2006.0,1250,Gd,4251,35.0,0.0,54,5,7,625,2006,2007,164700
1085,649.0,3.0,600,312,440,1962.0,1734,Gd,9786,77.0,0.0,0,7,6,912,1962,1981,159000
858,0.0,3.0,614,244,0,1979.0,858,TA,8125,69.61401673640168,0.0,0,4,4,858,1971,1971,88000
900,0.0,3.0,450,432,280,1970.0,900,TA,9819,69.61401673640168,31.0,0,5,5,882,1967,1967,122000
698,698.0,3.0,0,698,384,2003.0,1396,TA,8730,60.0,0.0,0,7,6,698,1915,2003,153575
1079,840.0,3.0,0,1079,685,2006.0,1919,Gd,15611,120.0,0.0,51,5,8,1079,2006,2006,233230
936,780.0,6.0,210,570,0,1979.0,1716,Fa,5687,55.0,0.0,184,6,5,780,1912,2000,135900
1148,568.0,3.0,292,476,281,1949.0,1716,TA,11409,60.0,0.0,0,4,5,768,1949,2008,131000
1468,795.0,3.0,795,0,539,1977.0,2263,Gd,16659,69.61401673640168,34.0,250,7,7,795,1977,1994,235000
1644,0.0,3.0,1285,131,418,1953.0,1644,TA,9600,80.0,238.0,0,5,6,1416,1953,1953,167000
1003,0.0,3.0,819,184,588,1984.0,1003,TA,7937,37.0,0.0,0,6,6,1003,1984,1984,142500
910,648.0,4.0,420,490,282,1950.0,1558,TA,13710,75.0,0.0,0,5,5,910,1950,1950,152000
975,975.0,3.0,649,326,576,1997.0,1950,Gd,7399,66.0,1600.0,10,5,7,975,1997,1998,239000
1041,702.0,3.0,384,143,539,1968.0,1743,TA,11700,90.0,365.0,0,6,6,702,1968,1968,175000
1152,0.0,3.0,0,1092,300,1950.0,1152,Gd,14000,80.0,0.0,36,8,6,1092,1950,2004,158500
1336,0.0,2.0,841,324,375,1953.0,1336,TA,15750,90.0,56.0,0,5,5,1165,1953,1953,157000
1210,1242.0,4.0,281,747,683,1998.0,2452,Gd,16226,66.0,0.0,50,5,8,1028,1998,1999,267000
1541,0.0,3.0,0,1541,843,2001.0,1541,Gd,13704,118.0,150.0,81,5,7,1541,2001,2002,205000
894,0.0,3.0,894,0,552,1975.0,894,TA,9800,70.0,0.0,0,7,5,894,1972,1972,149900
1675,1818.0,3.0,0,1470,870,2003.0,3493,Gd,18386,87.0,0.0,0,9,7,1470,1880,2002,295000
2000,0.0,3.0,1464,536,888,2004.0,2000,Gd,10386,80.0,246.0,0,5,8,2000,2004,2005,305900
1122,1121.0,4.0,700,0,746,1990.0,2243,Gd,13474,116.0,246.0,44,5,7,700,1990,1991,225000
1035,371.0,3.0,0,319,0,1979.0,1406,Fa,7920,69.61401673640168,0.0,144,7,6,319,1920,1950,89500
861,0.0,1.0,262,599,539,1961.0,861,TA,12342,69.61401673640168,0.0,0,5,4,861,1940,1950,82500
1944,0.0,3.0,1274,622,708,2003.0,1944,Ex,12378,90.0,0.0,175,5,9,1896,2003,2004,360000
697,804.0,3.0,518,179,420,1993.0,1501,Gd,7685,69.61401673640168,112.0,63,5,6,697,1993,1994,165600
972,0.0,2.0,680,292,240,1948.0,972,TA,8000,50.0,0.0,0,6,6,972,1948,2002,132000
793,325.0,3.0,507,286,410,1939.0,1118,TA,7800,65.0,0.0,0,7,5,793,1939,1950,119900
2036,0.0,3.0,1236,80,513,1965.0,2036,TA,215245,150.0,0.0,0,5,7,2136,1965,1965,375000
832,809.0,3.0,16,712,546,1925.0,1641,Ex,9600,60.0,0.0,0,7,7,728,1925,1990,178000
716,716.0,2.883272058823529,425,291,432,2004.0,1432,Gd,7795,71.0,0.0,51,5,7,716,2004,2005,188500
1153,0.0,4.0,692,153,484,1983.0,2353,Ex,13005,94.0,278.0,195,7,7,845,1980,1980,260000
1088,871.0,3.0,0,1088,1025,2006.0,1959,Gd,9000,75.0,0.0,46,5,8,1088,2006,2006,270000
1372,1274.0,2.883272058823529,987,360,656,1993.0,2646,Gd,9900,90.0,256.0,60,5,7,1347,1993,1993,260000
1472,0.0,3.0,1036,336,588,1980.0,1472,TA,14115,69.61401673640168,225.0,48,5,7,1372,1980,1980,187500
1249,1347.0,4.0,0,1249,840,2006.0,2596,Gd,16259,111.0,370.0,154,5,9,1249,2006,2006,342643
1136,1332.0,4.0,970,166,872,2004.0,2468,Gd,12099,99.0,388.0,154,5,8,1136,2004,2004,354000
1553,1177.0,4.0,28,0,576,1987.0,2730,Gd,10380,86.0,172.0,96,5,7,1502,1986,1987,301000
1163,0.0,3.0,256,906,220,1955.0,1163,TA,5820,49.0,0.0,98,8,3,1162,1955,2005,126175
1898,1080.0,5.0,0,710,564,1961.0,2978,Gd,11275,96.0,300.0,0,7,7,710,1967,2007,242000
803,0.0,2.0,116,604,360,1941.0,803,TA,5000,50.0,0.0,0,6,5,720,1941,1950,87000
1719,0.0,1.0,1619,100,473,1993.0,1719,Gd,10846,32.0,0.0,30,5,8,1719,1993,1993,324000
1383,0.0,3.0,565,818,292,1960.0,1383,TA,11600,80.0,175.0,45,5,6,1383,1960,1960,145250
1445,689.0,5.0,0,844,441,1930.0,2134,Gd,11888,69.61401673640168,0.0,60,6,6,844,1916,1994,214500
596,596.0,3.0,0,596,189,1920.0,1192,TA,6402,60.0,0.0,0,5,5,596,1920,1950,78000
1728,0.0,6.0,40,1424,352,2002.0,1728,TA,10624,69.61401673640168,84.0,0,4,5,1728,1964,1964,119000
1056,0.0,3.0,846,210,308,1958.0,1056,TA,8176,70.0,0.0,0,6,5,1056,1958,1992,139000
1629,0.0,3.0,1124,1603,880,2003.0,1629,Gd,10655,85.0,296.0,0,5,8,3206,2003,2004,284000
1358,0.0,2.0,720,638,484,2004.0,1358,Gd,8198,59.0,146.0,30,5,7,1358,2004,2004,207000
943,0.0,3.0,828,115,472,1998.0,1638,TA,9042,59.0,0.0,38,5,6,943,1998,1998,192000
1619,167.0,3.0,1249,103,529,1965.0,1786,TA,164660,69.61401673640168,0.0,0,6,5,1499,1965,1965,228950
1922,0.0,3.0,1249,673,676,2005.0,1922,Gd,14157,86.0,200.0,51,5,9,1922,2005,2006,377426
1536,0.0,3.0,810,726,532,2002.0,1536,Gd,9135,70.0,113.0,74,5,7,1536,2002,2003,214000
1621,0.0,3.0,213,995,440,1984.0,1621,Gd,14145,91.0,0.0,45,7,7,1208,1984,1998,202500
1215,0.0,3.0,585,630,297,1958.0,1215,TA,12400,66.0,176.0,0,7,6,1215,1958,1998,155000
993,915.0,4.0,0,967,431,2002.0,1908,Gd,14191,85.0,0.0,0,5,8,967,2002,2002,202900
841,0.0,2.0,0,721,294,1950.0,841,TA,8400,60.0,0.0,0,4,4,721,1950,1950,82000
1040,0.0,2.0,0,0,400,1949.0,1040,TA,8544,69.61401673640168,340.0,0,4,3,0,1949,1950,87500
1684,0.0,2.0,28,1656,564,2005.0,1684,Ex,8849,63.0,616.0,72,5,9,1684,2005,2005,266000
536,576.0,3.0,129,175,336,1976.0,1112,TA,2592,36.0,0.0,0,3,5,536,1976,1976,85000
972,605.0,3.0,0,972,312,1939.0,1577,Fa,6435,65.0,0.0,0,5,6,972,1939,1950,140200
958,0.0,2.0,498,460,301,1960.0,958,TA,12772,69.61401673640168,0.0,0,8,6,958,1960,1998,151500
1478,0.0,3.0,1270,208,498,1960.0,1478,TA,17600,69.61401673640168,30.0,40,5,6,1478,1960,1960,157500
764,862.0,2.0,573,191,474,2003.0,1626,Gd,2448,36.0,106.0,27,5,7,764,2003,2004,154000
1848,880.0,4.0,1410,438,706,2006.0,2728,Ex,20431,56.0,870.0,0,5,9,1848,2005,2006,437154
1869,0.0,2.0,0,1869,617,2007.0,1869,Ex,7820,68.0,362.0,54,5,9,1869,2007,2007,318061
1453,0.0,2.883272058823529,1082,371,445,1986.0,1453,Gd,5271,69.61401673640168,0.0,80,5,7,1453,1986,1986,190000
616,495.0,3.0,236,0,200,1941.0,1111,TA,9084,60.0,0.0,0,6,5,616,1941,1950,95000
720,0.0,2.0,0,624,484,2005.0,720,TA,8520,60.0,0.0,0,8,6,624,1928,2003,105900
1192,403.0,2.0,388,552,240,1940.0,1595,TA,8400,60.0,0.0,0,5,6,940,1940,2000,140000
1200,0.0,3.0,334,322,521,1995.0,1200,Gd,11249,105.0,0.0,26,5,6,1200,1995,1995,177500
1167,0.0,3.0,560,598,400,1992.0,1167,Gd,9248,69.61401673640168,106.0,26,6,6,1158,1992,1992,173000
1142,0.0,3.0,874,268,528,1976.0,1142,TA,4224,44.0,0.0,90,5,5,1142,1976,1976,134000
1352,0.0,3.0,300,468,288,1958.0,1352,Gd,6930,92.0,120.0,0,4,5,1062,1958,1958,130000
1086,838.0,3.0,956,130,592,1998.0,1924,Gd,12011,78.0,530.0,75,5,8,1086,1998,1998,280000
912,0.0,2.0,773,115,470,1978.0,912,TA,7540,69.61401673640168,0.0,0,6,6,888,1978,1978,156000
988,517.0,3.0,399,484,240,1940.0,1505,TA,9144,69.61401673640168,0.0,0,5,5,883,1940,1982,145000
495,1427.0,4.0,0,0,672,2003.0,1922,Gd,7301,64.0,500.0,0,5,7,0,2003,2003,198500
483,504.0,2.883272058823529,162,321,264,1972.0,987,Gd,1680,21.0,510.0,0,8,6,483,1972,2007,118000
790,784.0,3.0,712,84,566,1976.0,1574,TA,18800,69.61401673640168,120.0,111,5,6,796,1976,1976,190000
672,672.0,3.0,456,216,468,1964.0,1344,TA,10690,59.0,0.0,128,7,5,672,1920,1997,147000
1394,0.0,3.0,609,785,514,1963.0,1394,TA,9500,69.61401673640168,247.0,76,5,6,1394,1963,1963,159000
1431,0.0,3.0,371,728,296,1962.0,1431,TA,9150,101.0,305.0,110,5,6,1099,1962,1962,165000
1268,0.0,2.0,540,728,244,1954.0,1268,TA,7800,78.0,200.0,98,6,5,1268,1954,1954,132000
1287,0.0,3.0,72,733,576,1997.0,1287,Gd,9830,69.61401673640168,0.0,17,7,5,1063,1959,2006,162000
953,711.0,3.0,0,953,460,2000.0,1664,TA,8121,69.61401673640168,0.0,40,5,6,953,2000,2000,172400
1120,468.0,4.0,0,0,680,1991.0,1588,TA,17120,80.0,0.0,59,4,4,0,1959,1959,134432
752,0.0,2.0,623,0,264,1984.0,752,TA,7175,50.0,0.0,0,5,6,744,1984,1984,125000
1319,0.0,3.0,428,0,270,1953.0,1319,TA,10634,79.0,0.0,0,6,5,608,1953,1953,123000
847,1081.0,4.0,0,847,434,2003.0,1928,Gd,8200,65.0,0.0,48,5,7,847,2003,2004,219500
904,0.0,1.0,350,333,0,1979.0,904,Fa,10020,69.61401673640168,0.0,0,1,1,683,1922,1950,61000
914,0.0,2.0,298,572,576,1998.0,914,TA,8846,57.0,0.0,0,5,5,870,1996,1996,148000
1580,886.0,4.0,0,1580,610,2004.0,2466,Gd,11143,102.0,0.0,214,5,8,1580,2004,2005,340000
1856,0.0,1.0,1445,411,834,2010.0,1856,Ex,11394,88.0,350.0,0,2,9,1856,2010,2010,394432
1007,793.0,3.0,0,982,463,2000.0,1800,TA,8123,60.0,16.0,63,5,6,982,2000,2000,179000
1026,665.0,3.0,218,808,308,1924.0,1691,Gd,5000,50.0,0.0,0,6,5,1026,1924,1950,127000
1301,0.0,2.0,0,1293,572,2006.0,1301,Gd,7200,60.0,0.0,121,5,7,1293,2006,2006,187750
939,858.0,3.0,0,939,639,2006.0,1797,Gd,9245,79.0,0.0,53,5,7,939,2006,2006,213500
784,0.0,2.0,0,784,360,1950.0,784,TA,9000,60.0,0.0,0,3,6,784,1928,1950,76000
1079,874.0,3.0,985,595,501,1992.0,1953,Gd,53107,69.61401673640168,0.0,231,5,6,1580,1992,1992,240000
1269,0.0,2.0,24,1232,430,2004.0,1269,Gd,3182,43.0,16.0,20,5,8,1256,2004,2005,192000
658,526.0,5.0,0,658,0,1979.0,1184,TA,8410,58.0,0.0,151,3,5,658,1910,1996,81000
1125,0.0,2.883272058823529,631,410,352,1977.0,1125,TA,7200,72.0,255.0,0,6,6,1041,1976,1976,125000
1479,0.0,3.0,0,1468,577,1999.0,1479,Gd,9382,93.0,125.0,25,5,7,1468,1999,2000,191000
1742,590.0,3.0,1280,402,846,2008.0,2332,Ex,12474,96.0,272.0,134,5,10,1682,2007,2008,426000
961,406.0,4.0,241,229,384,1978.0,1367,TA,8405,50.0,0.0,130,8,5,861,1900,1950,119000
804,1157.0,3.0,690,114,560,2001.0,1961,Gd,12209,71.0,0.0,192,5,6,804,2001,2002,215000
882,0.0,3.0,0,0,294,1959.0,882,TA,8339,69.61401673640168,0.0,0,7,5,0,1959,1959,106500
788,0.0,2.0,266,522,0,1979.0,788,TA,7446,69.61401673640168,0.0,0,5,4,788,1941,1950,100000
735,299.0,2.0,0,735,240,1940.0,1034,TA,10134,60.0,0.0,39,6,5,735,1940,1950,109000
1144,0.0,2.883272058823529,739,405,596,1956.0,1144,TA,9571,68.0,0.0,0,6,5,1144,1956,1956,129000
894,0.0,2.0,777,117,600,1985.0,894,TA,7200,60.0,0.0,0,5,5,894,1972,1972,123000
876,936.0,4.0,540,324,264,1962.0,1812,TA,7590,69.0,288.0,168,5,5,864,1962,1962,169500
1077,0.0,2.0,0,961,338,1920.0,1077,TA,8967,60.0,0.0,0,2,5,961,1920,1950,67000
1112,438.0,2.0,812,280,438,2007.0,1550,Gd,8125,65.0,100.0,168,5,7,1092,2006,2007,241000
1288,0.0,1.0,786,474,500,1996.0,1288,Ex,14963,38.0,0.0,30,5,8,1260,1996,1996,245500
1310,0.0,3.0,24,1286,400,2005.0,1310,Gd,8767,65.0,0.0,0,5,7,1310,2005,2005,164990
672,0.0,2.0,0,672,240,1940.0,672,TA,10200,60.0,0.0,0,8,5,672,1940,1997,108000
1165,0.0,4.0,0,1141,420,1998.0,2263,Gd,12090,93.0,650.0,123,5,8,1141,1998,1998,258000
806,766.0,3.0,0,806,373,1995.0,1572,TA,10364,69.61401673640168,0.0,40,5,6,806,1995,1996,168000
1620,0.0,3.0,1116,165,490,1993.0,1620,TA,9991,69.61401673640168,0.0,78,4,4,1281,1976,1993,150000
1166,0.0,3.0,0,1064,240,1936.0,1639,TA,10480,51.0,0.0,0,5,6,1064,1936,1950,115000
840,840.0,2.883272058823529,0,840,308,1960.0,1680,TA,15576,63.0,0.0,0,7,6,840,1915,1976,177000
1071,1101.0,2.883272058823529,0,1063,947,2006.0,2172,Gd,14154,109.0,350.0,62,5,7,1063,2006,2006,280000
1050,1028.0,3.0,789,245,836,2008.0,2078,Ex,10800,85.0,100.0,102,5,8,1034,2007,2008,339750
1276,0.0,2.883272058823529,0,1276,350,1958.0,1276,TA,9571,68.0,0.0,0,3,5,1276,1958,1958,60000
1056,0.0,3.0,1056,0,572,1955.0,1056,TA,34650,100.0,0.0,0,5,5,1056,1955,1955,145000
1478,0.0,2.0,578,892,484,2009.0,1478,Gd,4403,69.61401673640168,432.0,144,5,7,1470,2009,2009,222000
1028,0.0,2.0,0,1008,360,1927.0,1028,TA,8960,56.0,0.0,0,6,5,1008,1927,1950,115000
1080,1017.0,3.0,50,499,678,1993.0,2097,Gd,11228,59.0,0.0,187,5,7,1080,1993,1993,228000
1340,0.0,3.0,24,1316,396,2007.0,1340,Gd,8899,73.0,0.0,30,5,7,1340,2007,2007,181134
672,728.0,2.883272058823529,209,463,440,1978.0,1400,TA,7844,74.0,203.0,0,7,6,672,1978,1978,149500
1370,1254.0,4.0,1128,242,864,1918.0,2624,TA,22420,86.0,0.0,0,6,6,1370,1918,1950,239000
756,378.0,3.0,312,444,240,1940.0,1134,TA,8160,60.0,0.0,0,6,5,756,1940,1950,126000
1056,0.0,3.0,775,281,304,1968.0,1056,TA,8450,65.0,0.0,85,6,5,1056,1968,1968,142000
1344,0.0,2.883272058823529,1309,35,784,1997.0,1344,TA,7060,78.0,200.0,0,5,7,1344,1997,1998,206300
1602,0.0,3.0,1246,356,529,1977.0,1602,Gd,16635,69.61401673640168,126.0,0,7,6,1602,1977,2000,215000
988,0.0,2.0,0,988,520,1954.0,988,TA,21750,100.0,0.0,0,5,5,988,1954,1954,113000
1470,0.0,4.0,986,484,696,1998.0,2630,Gd,9200,80.0,473.0,66,5,8,1470,1998,1998,315000
1196,0.0,2.0,616,580,297,1956.0,1196,TA,9000,72.0,74.0,44,5,6,1196,1956,1956,139000
707,682.0,3.0,0,651,240,1947.0,1389,TA,3378,60.0,0.0,0,8,7,651,1946,1992,135000
1644,0.0,2.0,1518,0,569,1989.0,1644,Gd,12800,69.61401673640168,145.0,0,5,7,1518,1989,1989,275000
907,0.0,3.0,288,619,352,1964.0,907,TA,8593,77.0,0.0,0,6,4,907,1957,1957,109008
1208,0.0,2.0,664,544,628,2007.0,1208,Gd,6762,64.0,108.0,54,5,7,1208,2007,2007,195400
1412,0.0,3.0,1005,387,576,1988.0,1412,Gd,11457,130.0,0.0,0,5,6,1392,1988,1988,175000
483,504.0,2.0,387,96,264,1971.0,987,TA,1680,21.0,232.0,0,5,6,483,1971,1971,85400
1088,110.0,4.0,0,901,0,1979.0,1198,TA,5586,60.0,0.0,98,7,6,901,1920,1998,79900
765,600.0,2.0,471,294,440,1971.0,1365,TA,1920,24.0,376.0,36,5,5,765,1971,1971,122500
926,678.0,3.0,0,926,470,1997.0,1604,TA,10839,100.0,0.0,36,5,6,926,1997,1998,181000
630,0.0,1.0,495,135,0,1979.0,630,TA,1890,21.0,0.0,0,7,4,630,1972,1972,81000
827,834.0,3.0,385,70,550,1996.0,1661,Gd,10667,43.0,0.0,61,6,7,799,1996,1996,212000
734,0.0,2.0,0,648,440,1990.0,1118,TA,4400,40.0,0.0,0,8,6,648,1920,1950,116000
904,0.0,2.0,0,884,180,1926.0,904,TA,6000,50.0,0.0,0,7,6,884,1926,2004,119000
694,0.0,2.883272058823529,365,75,352,1990.0,694,Gd,4280,40.0,0.0,0,6,5,440,1913,2002,90350
684,512.0,3.0,0,684,528,2005.0,1196,Gd,12354,67.0,0.0,46,8,6,684,1920,2000,110000
2402,0.0,2.0,1767,788,672,2008.0,2402,Ex,15431,105.0,200.0,72,5,10,3094,2008,2008,555000
1440,0.0,4.0,133,1307,0,1979.0,1440,Fa,12108,92.0,270.0,0,4,4,1440,1955,1955,118000
1128,445.0,3.0,0,1078,360,1930.0,1573,TA,6240,52.0,0.0,0,7,5,1078,1930,1992,162900
1258,0.0,2.0,0,1258,648,2007.0,1258,Gd,3922,53.0,72.0,16,5,7,1258,2006,2007,172500
933,975.0,4.0,642,273,493,1994.0,1908,Gd,8750,70.0,0.0,133,5,7,915,1994,1995,210000
1689,0.0,3.0,0,1436,480,1956.0,1689,TA,9855,73.0,0.0,0,5,6,1436,1956,1956,127500
1888,0.0,2.0,247,557,578,1966.0,1888,Gd,16492,137.0,0.0,0,6,6,1517,1966,2002,190000
956,930.0,2.883272058823529,0,930,431,1998.0,1886,Gd,11214,69.61401673640168,0.0,0,5,7,930,1998,1999,199900
780,596.0,3.0,0,780,198,1937.0,1376,TA,8600,50.0,0.0,0,6,6,780,1937,1950,119500
679,504.0,2.0,331,318,308,1981.0,1183,TA,6000,50.0,0.0,176,7,3,649,1948,2002,120000
813,0.0,2.0,0,813,270,1932.0,813,Gd,5684,70.0,0.0,113,8,6,813,1930,2005,110000
1533,0.0,2.0,655,878,576,1975.0,1533,Gd,70761,62.0,0.0,54,5,7,1533,1975,1975,280000
888,868.0,3.0,742,130,422,1996.0,1756,TA,9303,69.61401673640168,42.0,122,5,6,872,1996,1997,204000
786,0.0,3.0,0,768,676,2008.0,1590,Gd,9000,75.0,0.0,30,5,8,768,2008,2008,210000
1728,0.0,4.0,1606,122,560,1976.0,1728,TA,9297,63.0,0.0,0,5,5,1728,1976,1976,188000
1242,0.0,3.0,916,326,528,1973.0,1242,TA,9600,80.0,320.0,0,6,7,1242,1973,1973,175500
624,720.0,4.0,0,624,513,1916.0,1344,TA,4571,34.0,0.0,0,5,5,624,1916,1950,98000
1663,0.0,2.0,1116,248,529,1954.0,1663,Gd,53227,69.61401673640168,0.0,137,6,4,1364,1954,1994,256000
833,833.0,3.0,0,588,228,1925.0,1666,Gd,5100,69.61401673640168,0.0,63,7,8,588,1925,1996,161000
979,224.0,3.0,185,524,352,1950.0,1203,Gd,7015,69.61401673640168,161.0,0,4,5,709,1950,1950,110000
832,1103.0,3.0,544,288,552,2009.0,1935,TA,8004,75.0,110.0,150,5,8,832,2009,2009,263435
575,560.0,3.0,350,0,576,1971.0,1135,Gd,7200,60.0,0.0,0,9,7,560,1936,2007,155000
864,0.0,3.0,553,0,360,1965.0,864,TA,8281,60.0,0.0,0,5,5,864,1965,1965,62383
849,811.0,3.0,326,389,240,1939.0,1660,TA,11988,74.0,0.0,0,7,6,715,1934,1995,188700
1040,0.0,3.0,616,424,0,1979.0,1040,TA,8430,60.0,136.0,0,5,5,1040,1978,1978,124000
1414,0.0,2.0,0,1375,398,2004.0,1414,Gd,3072,69.61401673640168,18.0,20,5,7,1375,2004,2004,178740
1277,0.0,2.0,778,499,526,1970.0,1277,TA,10628,85.0,0.0,0,5,7,1277,1970,1970,167000
888,0.0,3.0,386,342,312,1942.0,1644,Gd,9480,79.0,224.0,0,7,5,728,1942,1995,146500
1634,0.0,3.0,0,1626,866,2006.0,1634,Gd,11428,98.0,248.0,44,5,8,1626,2006,2006,250000
832,878.0,3.0,426,406,506,1993.0,1710,Gd,9291,76.0,120.0,70,5,6,832,1993,1993,187000
1502,0.0,1.0,368,0,528,1985.0,1502,Gd,6820,69.61401673640168,0.0,54,5,8,1488,1985,1985,212000
1161,808.0,3.0,0,808,534,1977.0,1969,TA,11952,92.0,0.0,0,6,7,808,1977,1977,190000
1072,0.0,2.0,459,88,525,2005.0,1072,TA,3675,35.0,80.0,28,5,6,547,2005,2005,148000
1976,0.0,2.0,1350,626,908,2006.0,1976,Gd,14977,110.0,304.0,63,5,8,1976,2006,2007,440000
1652,0.0,2.0,1196,298,499,2000.0,1652,Ex,5330,41.0,0.0,48,5,8,1494,2000,2000,251000
